customer_id,company_name,industry,company_size,country_code,country_name,timezone,contact_email,contact_name,signup_date,signup_source,is_active,churned_at,churn_reason,nps_score,is_churned,tenure_days,plan_id,plan_name,plan_tier,status,mrr_usd,billing_cycle,team_size,active_members,total_events,avg_session_sec,unique_features,last_activity,first_activity,total_sessions_with_duration,latest_nps,avg_nps,nps_surveys_count
302,DriftSystems,Consulting,small,FR,France,Europe/Paris,james.smith@outlook.com,James Smith,2024-09-19,event,True,,,6.0,0,560.0,2.0,Starter,starter,active,10.0,annual,5.0,3.0,49,1780.7179487179487,5,2025-07-01 13:06:25,2023-08-28 05:01:26,39,5.0,4.75,4.0
303,EchoGroup,Finance,medium,AU,Australia,Australia/Sydney,susan.clark@startup.co,Susan Clark,2023-07-04,partner,True,,,,0,1003.0,3.0,Starter Plus,starter,active,15.83,annual,14.0,11.0,49,2089.8684210526317,4,2025-09-06 12:23:33,2023-04-03 21:56:53,38,7.0,8.333333333333334,3.0
304,Pulse Dynamics,Manufacturing,enterprise,AU,Australia,Australia/Sydney,richard.martinez@enterprise.com,Richard Martinez,2023-06-30,organic,True,,,10.0,0,1007.0,3.0,Starter Plus,starter,active,15.83,annual,22.0,21.0,40,1732.9722222222222,4,2025-09-03 02:42:58,2023-03-23 17:23:10,36,8.0,7.5,2.0
305,Keen AI,Manufacturing,small,FR,France,Europe/Paris,william.brown@outlook.com,William Brown,2023-12-09,event,True,,,8.0,0,845.0,6.0,Enterprise,enterprise,active,99.0,monthly,5.0,5.0,43,2007.1290322580646,1,2025-07-29 13:59:50,2023-08-07 17:02:38,31,7.0,8.5,2.0
306,MetaVentures,Logistics,medium,US,United States,America/Los_Angeles,lars.jackson@enterprise.com,Lars Jackson,2024-04-02,paid_ads,True,,,6.0,0,730.0,2.0,Starter,starter,active,9.0,annual,10.0,10.0,39,1844.142857142857,1,2025-08-10 08:50:10,2023-08-04 20:02:07,28,6.0,6.0,1.0
307,KiteStack,Marketing,medium,SG,Singapore,Asia/Singapore,donna.torres@outlook.com,Donna Torres,2023-08-22,event,True,,,,0,954.0,2.0,Starter,starter,active,12.0,monthly,14.0,12.0,33,2000.551724137931,4,2025-10-03 18:01:42,2023-09-18 21:34:20,29,7.0,8.25,4.0
308,MistStack,Telecommunications,medium,IN,India,Asia/Kolkata,ahmed.nguyen@yahoo.com,Ahmed Nguyen,2023-01-24,referral,False,2024-02-22 11:32:08,,5.0,1,394.0,1.0,Free,free,cancelled,0.0,monthly,10.0,8.0,32,1793.48,6,2025-07-11 19:03:40,2023-04-12 11:19:50,25,10.0,5.666666666666667,3.0
309,NovaSolutions,Healthcare,small,CA,Canada,America/Toronto,Kimberly.Brown@novasolutions.com,Kimberly Brown,2024-09-24,event,False,2025-07-05 07:28:58,Budget cuts,1.0,1,284.0,4.0,Professional,professional,cancelled,32.5,annual,6.0,6.0,45,1674.6,5,2025-10-21 22:40:26,2023-03-31 12:35:15,35,10.0,5.857142857142857,7.0
310,Hive Solutions,Technology,small,SG,Singapore,Asia/Singapore,daniel.lee@tech.dev,Daniel Lee,2024-07-15,paid_ads,True,,,,0,626.0,2.0,Starter,starter,active,12.0,monthly,2.0,2.0,48,1925.1025641025642,4,2025-10-18 09:30:17,2023-01-23 19:58:46,39,7.0,7.5,2.0
311,LinkGroup,Legal,large,BR,Brazil,America/Sao_Paulo,margaret.king@company.io,Margaret King,2023-08-21,event,True,,,7.0,0,955.0,6.0,Enterprise,enterprise,active,82.5,annual,10.0,8.0,39,2221.967741935484,5,2025-10-09 05:21:37,2023-01-15 11:29:25,31,7.0,7.0,1.0
312,SageIO,Consulting,small,US,United States,America/New_York,lars.ramirez@gmail.com,Lars Ramirez,2023-07-13,paid_ads,True,,,7.0,0,994.0,6.0,Enterprise,enterprise,active,82.5,annual,1.0,1.0,36,1628.53125,5,2025-10-21 04:23:55,2023-03-30 13:49:48,32,10.0,6.4,5.0
313,TrekPro,Retail,medium,GB,United Kingdom,Europe/London,thomas.garcia@corp.net,Thomas Garcia,2024-12-02,event,True,,,,0,486.0,1.0,Free,free,active,0.0,monthly,7.0,7.0,31,1785.3846153846155,4,2025-04-13 12:16:31,2023-01-24 05:04:08,26,9.0,8.5,2.0
314,ArcSoftware,Finance,small,DE,Germany,Europe/Berlin,linda.green@corp.net,Linda Green,2023-11-25,event,False,2024-02-01 13:12:31,Outgrew the platform,10.0,1,68.0,4.0,Professional,professional,cancelled,32.5,annual,3.0,3.0,33,1868.9166666666667,6,2025-02-24 19:13:06,2023-06-01 19:56:00,24,8.0,8.0,3.0
315,RushDigital,Legal,small,GB,United Kingdom,Europe/London,Jennifer.Martinez@startup.co,Jennifer Martinez,2025-03-29,organic,True,,,8.0,0,369.0,1.0,Free,free,active,0.0,monthly,1.0,1.0,37,1270.8148148148148,2,2025-08-29 11:21:32,2023-03-16 02:14:34,27,8.0,4.0,3.0
316,VertexTech,Finance,small,DE,Germany,Europe/Berlin,lars.sanchez@hotmail.com,Lars Sanchez,2023-09-14,referral,True,,,,0,931.0,2.0,Starter,starter,active,10.0,annual,3.0,2.0,49,2173.846153846154,5,2025-10-17 00:46:13,2023-01-10 20:36:30,39,8.0,7.5,2.0
317,Zeal HQ,E-commerce,large,US,United States,America/New_York,richard.robinson@hotmail.com,Richard Robinson,2024-11-28,paid_ads,True,,,,0,490.0,3.0,Starter Plus,starter,active,19.0,monthly,18.0,17.0,46,1594.8823529411766,7,2025-10-18 06:37:44,2023-03-02 07:57:51,34,9.0,9.0,1.0
318,Jade Dev,Healthcare,small,CA,Canada,America/Toronto,aisha.martin@hotmail.com,Aisha Martin,2023-08-30,event,True,,,4.0,0,946.0,6.0,Enterprise,enterprise,active,99.0,monthly,2.0,2.0,40,1949.4848484848485,5,2025-09-12 10:45:44,2023-01-06 21:26:36,33,6.0,7.857142857142857,7.0
319,LinkSystems,E-commerce,small,US,United States,America/New_York,emily.muller@yahoo.com,Emily Muller,2023-04-02,organic,True,,,8.0,0,1096.0,2.0,Starter,starter,active,12.0,monthly,5.0,5.0,56,1724.2045454545455,5,2025-08-17 03:37:01,2023-01-06 04:05:05,44,2.0,4.0,2.0
320,Wave Stack,Finance,large,JP,Japan,Asia/Tokyo,mei.miller@tech.dev,Mei Miller,2025-02-13,partner,True,,,,0,413.0,1.0,Free,free,active,0.0,monthly,20.0,18.0,47,1551.625,4,2025-08-17 11:14:06,2023-07-20 13:57:02,40,8.0,7.25,4.0
321,BoltNet,Legal,small,DE,Germany,Europe/Berlin,john.young@tech.dev,John Young,2023-07-14,referral,True,,,6.0,0,993.0,1.0,Free,free,active,0.0,monthly,4.0,4.0,34,2114.9655172413795,6,2025-08-04 14:19:16,2023-02-03 03:43:02,29,,,
322,RushGroup,Media,small,US,United States,America/Chicago,dorothy.martinez@tech.dev,Dorothy Martinez,2023-01-01,organic,True,,,9.0,0,1187.0,4.0,Professional,professional,active,29.25,annual,3.0,2.0,42,1792.5,6,2025-07-31 20:53:33,2023-07-22 16:55:29,34,6.0,5.75,4.0
323,NexusStudio,E-commerce,small,FR,France,Europe/Paris,robert.nelson@hotmail.com,Robert Nelson,2024-05-24,organic,True,,,6.0,0,678.0,3.0,Starter Plus,starter,active,19.0,monthly,1.0,1.0,32,1927.7083333333333,4,2025-08-30 06:10:34,2023-01-05 14:33:39,24,8.0,7.6,5.0
324,Hive Ops,Healthcare,small,US,United States,America/Los_Angeles,barbara.williams@hiveops.com,Barbara Williams,2024-10-19,event,True,,,,0,530.0,7.0,Enterprise Custom,enterprise,active,165.83,annual,6.0,6.0,24,1988.625,3,2025-10-06 08:41:43,2023-07-20 06:08:30,16,8.0,7.0,3.0
325,Trek Tech,Technology,small,SG,Singapore,Asia/Singapore,ashley.santos@gmail.com,Ashley Santos,2025-01-31,organic,True,,,7.0,0,426.0,4.0,Professional,professional,active,39.0,monthly,2.0,2.0,47,1712.9714285714285,4,2025-10-30 11:30:00,2023-05-21 20:21:44,35,9.0,9.0,1.0
326,NexusAnalytics,Legal,small,DE,Germany,Europe/Berlin,robert.wilson@hotmail.com,Robert Wilson,2023-07-14,paid_ads,False,2024-09-02 10:33:28,Integration issues,,1,416.0,3.0,Starter Plus,starter,cancelled,15.83,annual,3.0,3.0,39,2025.7407407407406,5,2025-04-27 21:17:07,2023-02-06 06:57:37,27,7.0,7.0,1.0
327,JadePro,Legal,small,SG,Singapore,Asia/Singapore,andrew.thompson@startup.co,Andrew Thompson,2023-06-20,paid_ads,True,,,7.0,0,1017.0,5.0,Professional Plus,professional,paused,59.0,monthly,6.0,6.0,43,2124.1714285714284,4,2025-10-03 07:30:06,2023-02-12 04:51:23,35,7.0,8.5,2.0
328,IrisGroup,Marketing,small,JP,Japan,Asia/Tokyo,charles.white@company.io,Charles White,2024-07-30,event,True,,,8.0,0,611.0,3.0,Starter Plus,starter,active,19.0,monthly,6.0,5.0,33,1943.44,4,2025-05-22 05:00:40,2023-07-26 20:10:56,25,10.0,6.0,3.0
329,ZenLabs,Education,medium,US,United States,America/New_York,dorothy.rodriguez@protonmail.com,Dorothy Rodriguez,2023-08-08,event,True,,,9.0,0,968.0,1.0,Free,free,active,0.0,monthly,9.0,8.0,38,1671.3235294117646,6,2025-10-27 03:42:09,2023-01-02 23:16:24,34,8.0,8.0,1.0
330,JadeDev,Telecommunications,medium,US,United States,America/Los_Angeles,michael.williams@protonmail.com,Michael Williams,2024-08-19,organic,True,,,6.0,0,591.0,1.0,Free,free,active,0.0,monthly,15.0,14.0,39,1519.774193548387,4,2025-07-18 20:52:04,2023-03-03 05:25:46,31,9.0,8.0,4.0
331,UnitWorks,Finance,medium,FR,France,Europe/Paris,carlos.torres@unitworks.com,Carlos Torres,2025-04-07,organic,True,,,2.0,0,360.0,4.0,Professional,professional,active,39.0,monthly,10.0,8.0,46,1855.578947368421,6,2025-09-16 06:49:18,2023-03-31 15:06:38,38,0.0,0.0,1.0
332,WaveCorp,Retail,small,GB,United Kingdom,Europe/London,ahmed.adams@wavecorp.com,Ahmed Adams,2024-06-20,partner,False,2025-09-12 09:01:10,Integration issues,3.0,1,449.0,1.0,Free,free,cancelled,0.0,monthly,5.0,5.0,42,1764.918918918919,5,2025-08-18 04:05:14,2023-03-26 21:37:53,37,10.0,6.75,4.0
333,ZenHQ,Real Estate,medium,US,United States,America/Chicago,joseph.ramirez@yahoo.com,Joseph Ramirez,2024-05-02,referral,True,,,7.0,0,700.0,1.0,Free,free,active,0.0,monthly,13.0,11.0,43,1732.6129032258063,9,2025-09-24 17:22:52,2023-02-08 12:06:09,31,7.0,7.0,1.0
334,ZenDev,Legal,small,US,United States,America/Los_Angeles,donald.scott@corp.net,Donald Scott,2024-09-22,event,True,,,5.0,0,557.0,4.0,Professional,professional,active,32.5,annual,4.0,4.0,56,1660.265306122449,3,2025-02-18 11:03:04,2023-01-11 15:13:08,49,7.0,7.0,1.0
335,ZealCorp,Telecommunications,medium,US,United States,America/Chicago,linda.nelson@hotmail.com,Linda Nelson,2024-08-31,paid_ads,True,,,,0,579.0,5.0,Professional Plus,professional,active,49.17,annual,14.0,13.0,49,1769.25,3,2025-10-08 07:56:09,2023-03-06 07:07:54,36,8.0,4.5,2.0
336,WaveGroup,Insurance,medium,BR,Brazil,America/Sao_Paulo,Elizabeth.Lewis@hotmail.com,Elizabeth Lewis,2023-06-09,referral,True,,,,0,1028.0,6.0,Enterprise,enterprise,active,99.0,monthly,7.0,7.0,36,2027.0,2,2025-05-12 15:27:12,2023-04-23 05:13:52,24,8.0,7.5,2.0
337,Nexus Digital,Retail,enterprise,DE,Germany,Europe/Berlin,james.perez@enterprise.com,James Perez,2023-12-06,event,True,,,5.0,0,848.0,3.0,Starter Plus,starter,active,15.83,annual,30.0,29.0,41,1795.8709677419354,5,2025-06-12 08:36:08,2023-01-02 12:28:09,31,5.0,5.0,1.0
338,JadeIO,Finance,large,FR,France,Europe/Paris,wei.johnson@jadeio.com,Wei Johnson,2023-06-24,event,False,2024-05-30 18:29:28,,,1,341.0,6.0,Enterprise,enterprise,cancelled,70.12,annual,14.0,11.0,43,2226.5555555555557,3,2025-10-29 14:53:09,2023-01-01 23:01:18,36,4.0,6.0,3.0
339,DataHQ,Technology,small,AU,Australia,Australia/Sydney,wei.moore@company.io,Wei Moore,2023-01-20,organic,True,,,,0,1168.0,3.0,Starter Plus,starter,active,16.15,monthly,5.0,5.0,38,1600.3529411764705,5,2025-07-20 01:18:52,2023-01-23 21:37:04,34,5.0,7.0,4.0
340,OrbitLogic,Legal,small,IN,India,Asia/Kolkata,ashley.hill@tech.dev,Ashley Hill,2024-07-28,event,True,,,5.0,0,613.0,1.0,Free,free,active,0.0,monthly,2.0,2.0,56,1625.2444444444445,7,2025-05-17 16:41:39,2023-06-09 09:20:12,45,8.0,8.0,3.0
341,VertexIO,Finance,small,IN,India,Asia/Kolkata,fatima.thompson@tech.dev,Fatima Thompson,2023-03-05,organic,True,,,,0,1124.0,2.0,Starter,starter,active,10.0,annual,6.0,6.0,49,2028.1875,3,2025-07-01 17:09:50,2023-03-12 05:37:35,32,2.0,5.0,3.0
342,Vertex Logic,Logistics,small,US,United States,America/Chicago,olga.harris@hotmail.com,Olga Harris,2024-08-09,partner,False,2025-05-08 15:14:12,Integration issues,3.0,1,272.0,2.0,Starter,starter,cancelled,10.0,annual,4.0,4.0,31,1788.9130434782608,3,2025-09-26 00:40:38,2023-03-29 17:30:10,23,6.0,6.5,2.0
343,PeakDigital,Logistics,enterprise,GB,United Kingdom,Europe/London,kenji.rodriguez@tech.dev,Kenji Rodriguez,2024-03-16,paid_ads,True,,,,0,747.0,1.0,Free,free,active,0.0,annual,33.0,30.0,43,2071.970588235294,5,2025-02-12 04:04:52,2024-06-01 00:41:38,34,8.0,6.4,5.0
344,PeakVentures,Marketing,small,JP,Japan,Asia/Tokyo,paul.patel@yahoo.com,Paul Patel,2025-02-22,organic,True,,,,0,404.0,1.0,Free,free,paused,0.0,monthly,1.0,1.0,39,1767.6666666666667,8,2025-10-20 01:11:25,2023-09-18 08:05:48,36,8.0,8.0,1.0
345,Zeal Software,Healthcare,small,US,United States,America/Los_Angeles,mary.kim@corp.net,Mary Kim,2023-08-25,referral,True,,,1.0,0,951.0,4.0,Professional,professional,active,39.0,monthly,1.0,1.0,42,1664.7714285714285,5,2024-12-14 08:21:08,2023-01-05 18:54:02,35,9.0,8.333333333333334,3.0
346,SageHub,Media,enterprise,BR,Brazil,America/Sao_Paulo,donald.rivera@startup.co,Donald Rivera,2023-05-21,event,False,2024-06-05 12:04:16,Too expensive,10.0,1,381.0,1.0,Free,free,cancelled,0.0,annual,50.0,46.0,42,2143.0,7,2025-07-09 15:08:42,2023-05-08 14:09:11,39,5.0,5.166666666666667,6.0
347,ArcPlatform,E-commerce,enterprise,GB,United Kingdom,Europe/London,robert.lopez@corp.net,Robert Lopez,2023-11-29,organic,True,,,,0,855.0,4.0,Professional,professional,active,39.0,monthly,53.0,49.0,40,1858.3870967741937,4,2025-07-26 22:20:14,2023-06-09 16:12:53,31,,,
348,Vine Logic,Legal,small,AU,Australia,Australia/Sydney,donna.chen@gmail.com,Donna Chen,2024-04-07,partner,True,,,,0,725.0,1.0,Free,free,active,0.0,annual,1.0,1.0,39,1775.8620689655172,6,2025-01-10 05:42:32,2023-01-10 12:10:35,29,10.0,6.428571428571429,7.0
349,HiveDynamics,Legal,small,JP,Japan,Asia/Tokyo,matthew.king@hotmail.com,Matthew King,2024-02-12,event,True,,,,0,780.0,6.0,Enterprise,enterprise,active,99.0,monthly,5.0,5.0,40,1984.6,6,2025-02-20 21:42:51,2023-02-26 12:31:04,35,8.0,8.8,5.0
350,DriftSolutions,Real Estate,small,FR,France,Europe/Paris,dorothy.martinez@outlook.com,Dorothy Martinez,2023-04-26,organic,False,2025-09-20 19:32:00,No longer needed,2.0,1,878.0,4.0,Professional,professional,cancelled,39.0,monthly,4.0,4.0,47,1889.3513513513512,6,2025-06-12 09:22:14,2023-04-23 14:07:09,37,0.0,4.8,5.0
351,LunaHQ,Legal,small,CA,Canada,America/Toronto,jennifer.taylor@yahoo.com,Jennifer Taylor,2023-05-07,organic,False,2025-05-04 02:47:14,,3.0,1,728.0,2.0,Starter,starter,cancelled,10.0,annual,3.0,3.0,25,1551.5217391304348,4,2025-08-21 13:06:20,2023-02-01 14:05:53,23,6.0,8.0,3.0
352,UnitDev,Finance,medium,JP,Japan,Asia/Tokyo,matthew.williams@corp.net,Matthew Williams,2025-06-02,organic,False,2025-07-30 01:55:09,No longer needed,,1,58.0,1.0,Free,free,cancelled,0.0,monthly,9.0,7.0,29,1723.8181818181818,4,2024-12-10 20:05:45,2023-03-04 08:38:13,22,8.0,6.5,2.0
353,ArcCloud,Insurance,medium,DE,Germany,Europe/Berlin,aisha.lopez@arccloud.com,Aisha Lopez,2025-02-22,organic,True,,,9.0,0,404.0,1.0,Free,free,active,0.0,annual,8.0,8.0,43,2036.2777777777778,5,2025-08-17 03:35:48,2023-03-30 04:38:03,36,,,
354,Link Ops,Consulting,medium,AU,Australia,Australia/Sydney,mark.garcia+test@protonmail.com,Mark Garcia,2024-07-24,organic,True,,,5.0,0,617.0,3.0,Starter Plus,starter,active,19.0,monthly,7.0,7.0,46,1898.0882352941176,2,2025-10-06 04:52:48,2023-02-17 09:11:48,34,8.0,7.5,2.0
355,Cloud Ops,Real Estate,enterprise,BR,Brazil,America/Sao_Paulo,karen.perez@startup.co,Karen Perez,2023-06-15,paid_ads,True,,,,0,1022.0,3.0,Starter Plus,starter,active,19.0,monthly,47.0,44.0,42,1795.1470588235295,6,2025-09-11 02:41:56,2023-01-04 03:08:10,34,9.0,4.5,2.0
356,DriftPro,Telecommunications,small,US,United States,America/Chicago,lars.martin@outlook.com,Lars Martin,2025-05-13,event,True,,,4.0,0,324.0,5.0,Professional Plus,professional,active,59.0,monthly,2.0,2.0,44,1892.4285714285713,7,2025-07-08 06:48:48,2023-02-20 20:12:37,35,6.0,8.2,5.0
357,VertexDev,E-commerce,large,GB,United Kingdom,Europe/London,donna.brown@tech.dev,Donna Brown,2024-05-10,event,True,,,,0,692.0,1.0,Free,free,active,0.0,monthly,29.0,25.0,35,1856.96,4,2025-04-14 09:49:19,2023-07-18 20:24:26,25,2.0,6.0,2.0
358,BeamGroup,Education,medium,BR,Brazil,America/Sao_Paulo,donna.thompson@enterprise.com,Donna Thompson,2024-10-09,partner,True,,,,0,540.0,4.0,Professional,professional,active,39.0,monthly,10.0,9.0,40,2002.9032258064517,9,2025-01-13 05:51:12,2023-04-09 21:37:30,31,9.0,9.0,1.0
359,TrekCloud,Technology,small,US,United States,America/New_York,sandra.green@hotmail.com,Sandra Green,2024-02-29,partner,True,,,8.0,0,763.0,2.0,Starter,starter,active,10.0,annual,6.0,6.0,43,1940.0263157894738,4,2025-06-22 23:06:52,2023-05-14 23:33:41,38,8.0,8.5,2.0
360,Sync Analytics,Insurance,small,DE,Germany,Europe/Berlin,karen.allen@outlook.com,Karen Allen,2023-12-16,paid_ads,True,,,10.0,0,838.0,6.0,Enterprise,enterprise,active,82.5,annual,2.0,2.0,38,1854.5555555555557,3,2025-08-24 02:06:59,2023-04-01 03:02:42,27,10.0,10.0,1.0
361,MetaWorks,Telecommunications,large,CA,Canada,America/Toronto,Donald.Tanaka@yahoo.com,Donald Tanaka,2025-07-02,referral,True,,,,0,274.0,4.0,Professional,professional,active,32.5,annual,25.0,24.0,55,1851.4634146341464,6,2025-10-10 02:45:29,2023-04-02 09:45:25,41,7.0,7.0,1.0
362,Hive Cloud,Real Estate,large,SG,Singapore,Asia/Singapore,charles.scott@company.io,Charles Scott,2025-06-28,organic,True,,,4.0,0,278.0,3.0,Starter Plus,starter,active,15.83,annual,10.0,8.0,41,1768.2666666666667,5,2025-06-29 06:19:30,2023-08-16 09:34:05,30,5.0,6.5,2.0
363,VertexLogic,Retail,small,BR,Brazil,America/Sao_Paulo,joshua.harris@protonmail.com,Joshua Harris,2023-11-19,partner,True,,,3.0,0,865.0,2.0,Starter,starter,active,12.0,monthly,6.0,6.0,38,2167.32,4,2025-06-25 02:43:23,2023-08-14 16:24:50,25,8.0,8.0,1.0
364,LunaSystems,Technology,enterprise,GB,United Kingdom,Europe/London,jennifer.lewis@tech.dev,Jennifer Lewis,2023-12-15,event,True,,,,0,839.0,4.0,Professional,professional,active,39.0,monthly,31.0,29.0,33,1728.9615384615386,4,2024-08-25 21:03:49,2023-08-23 20:40:40,26,0.0,1.3333333333333333,3.0
365,Grid Dev,Logistics,small,GB,United Kingdom,Europe/London,olga.williams@griddev.com,Olga Williams,2023-11-15,referral,True,,,,0,869.0,2.0,Starter,starter,active,10.0,annual,2.0,1.0,41,2158.939393939394,3,2025-10-19 14:09:59,2023-02-23 15:31:13,33,7.0,7.0,1.0
366,VertexHQ,Healthcare,medium,SG,Singapore,Asia/Singapore,Ahmed.Martin@hotmail.com,Ahmed Martin,2023-07-17,referral,True,,,9.0,0,990.0,2.0,Starter,starter,active,12.0,monthly,8.0,8.0,30,1865.6923076923076,6,2024-12-17 17:16:08,2023-02-14 03:46:55,26,6.0,7.5,2.0
367,Hub Labs,Real Estate,medium,JP,Japan,Asia/Tokyo,michael.wilson@hublabs.com,Michael Wilson,2024-12-22,event,True,,,4.0,0,466.0,1.0,Free,free,active,0.0,annual,10.0,9.0,47,1788.7073170731708,1,2025-10-19 23:36:28,2023-07-22 05:26:17,41,6.0,6.0,1.0
368,NexusWorks,Technology,small,US,United States,America/New_York,donald.baker@outlook.com,Donald Baker,2023-07-03,referral,True,,,,0,1004.0,3.0,Starter Plus,starter,active,19.0,monthly,5.0,4.0,43,2127.137931034483,3,2025-10-23 07:32:25,2023-03-28 22:40:10,29,8.0,8.0,1.0
369,MetaNet,Insurance,medium,US,United States,America/Chicago,priya.kim@metanet.com,Priya Kim,2023-11-14,referral,True,,,,0,870.0,2.0,Starter,starter,active,12.0,monthly,10.0,7.0,49,1746.516129032258,7,2025-10-09 09:22:34,2023-04-08 20:07:23,31,9.0,8.5,2.0
370,Xenon Logic,Finance,large,SG,Singapore,Asia/Singapore,lisa.muller@xenonlogic.com,Lisa Muller,2024-05-01,event,False,2025-06-06 18:43:17,Not enough users,,1,401.0,2.0,Starter,starter,cancelled,12.0,monthly,29.0,28.0,40,1811.4166666666667,4,2025-07-05 16:12:51,2023-01-15 05:08:51,36,8.0,8.0,1.0
371,ZealStudio,Finance,medium,US,United States,America/Chicago,betty.ivanov@tech.dev,Betty Ivanov,2025-03-22,partner,True,,,8.0,0,376.0,1.0,Free,free,active,0.0,annual,5.0,4.0,43,1875.125,2,2024-11-28 09:35:01,2023-08-12 02:51:27,32,5.0,3.0,2.0
372,NexusPlatform,Consulting,medium,US,United States,America/Chicago,lisa.wilson@startup.co,Lisa Wilson,2023-12-17,referral,True,,,8.0,0,837.0,4.0,Professional,professional,active,32.5,annual,15.0,14.0,35,1729.7096774193549,3,2025-10-18 09:16:43,2023-06-17 01:01:49,31,8.0,7.6,5.0
373,VineNet,Consulting,small,BR,Brazil,America/Sao_Paulo,joshua.robinson@enterprise.com,Joshua Robinson,2025-09-05,organic,True,,,8.0,0,209.0,6.0,Enterprise,enterprise,active,99.0,monthly,5.0,5.0,31,1776.2608695652175,2,2024-10-17 22:50:49,2023-03-18 09:30:26,23,9.0,9.0,1.0
374,UltraIO,Technology,small,GB,United Kingdom,Europe/London,sofia.rodriguez@gmail.com,Sofia Rodriguez,2024-11-07,partner,False,2025-07-01 07:39:47,Poor support experience,4.0,1,236.0,1.0,Free,free,cancelled,0.0,monthly,1.0,1.0,44,2354.1428571428573,3,2025-08-20 00:28:18,2023-04-07 05:16:54,35,7.0,5.333333333333333,3.0
375,TidalVentures,Logistics,small,AU,Australia,Australia/Sydney,yuki.thompson@corp.net,Yuki Thompson,2024-02-18,organic,True,,,,0,774.0,5.0,Professional Plus,professional,active,44.25,annual,4.0,4.0,42,1647.9285714285713,4,2025-08-14 12:40:36,2023-04-21 12:31:54,28,7.0,6.0,4.0
376,XenonDynamics,Technology,large,JP,Japan,Asia/Tokyo,sofia.thompson@gmail.com,Sofia Thompson,2024-12-20,organic,True,,,,0,468.0,1.0,Free,free,active,0.0,monthly,14.0,13.0,40,2159.266666666667,5,2025-08-03 15:12:53,2023-01-12 18:48:01,30,8.0,7.0,3.0
377,ZenLogic,E-commerce,large,US,United States,America/Los_Angeles,donald.rodriguez@company.io,Donald Rodriguez,2023-06-07,paid_ads,True,,,,0,1030.0,2.0,Starter,starter,active,10.8,monthly,15.0,14.0,38,1709.64,6,2025-09-25 08:44:07,2023-03-29 12:59:17,25,9.0,8.0,5.0
378,Bolt Digital,Legal,medium,SG,Singapore,Asia/Singapore,margaret.rodriguez@startup.co,Margaret Rodriguez,2025-07-04,organic,True,,,,0,272.0,5.0,Professional Plus,professional,active,49.17,annual,7.0,6.0,40,1963.4666666666667,6,2025-03-12 22:12:33,2023-03-19 09:20:23,30,6.0,6.0,1.0
379,BeamDynamics,Manufacturing,small,GB,United Kingdom,Europe/London,barbara.ramirez@hotmail.com,Barbara Ramirez,2023-10-03,organic,True,,,7.0,0,912.0,6.0,Enterprise,enterprise,active,84.15,monthly,6.0,5.0,37,1933.9615384615386,3,2024-12-26 23:53:28,2024-01-25 15:28:31,26,9.0,9.0,1.0
380,KeenIO,Healthcare,medium,CA,Canada,America/Toronto,carlos.garcia@protonmail.com,Carlos Garcia,2023-03-22,partner,True,,,,0,1107.0,3.0,Starter Plus,starter,active,19.0,monthly,14.0,14.0,51,1636.1041666666667,7,2025-08-23 10:18:01,2023-04-01 03:43:30,48,7.0,6.666666666666667,3.0
381,EchoStack,Logistics,small,SG,Singapore,Asia/Singapore,aisha.wright@gmail.com,Aisha Wright,2024-07-01,referral,True,,,7.0,0,640.0,1.0,Free,free,active,0.0,annual,6.0,6.0,41,1834.8285714285714,3,2025-02-15 06:15:35,2023-01-20 18:31:32,35,8.0,8.0,3.0
382,Cloud Net,Telecommunications,medium,FR,France,Europe/Paris,karen.patel@enterprise.com,Karen Patel,2024-08-09,organic,False,2025-04-22 14:40:26,,,1,256.0,5.0,Professional Plus,professional,cancelled,53.1,monthly,8.0,7.0,39,1897.8,5,2025-10-19 11:00:09,2023-07-10 01:03:08,25,,,
383,Glow Tech,Retail,enterprise,DE,Germany,Europe/Berlin,thomas.rodriguez@glowtech.com,Thomas Rodriguez,2023-04-25,paid_ads,True,,,,0,1073.0,3.0,Starter Plus,starter,active,12.67,annual,18.0,18.0,39,1848.5277777777778,4,2025-07-17 04:34:26,2023-01-28 01:52:42,36,8.0,8.0,1.0
384,QuestHQ,Finance,small,FR,France,Europe/Paris,jessica.young@gmail.com,Jessica Young,2023-03-28,referral,True,,,9.0,0,1101.0,7.0,Enterprise Custom,enterprise,active,165.83,annual,6.0,5.0,35,2084.4,6,2025-09-19 18:57:53,2023-01-02 04:32:50,25,2.0,6.333333333333333,3.0
385,WarpCorp,E-commerce,large,CA,Canada,America/Toronto,olga.green@warpcorp.com,Olga Green,2023-09-28,organic,True,,,4.0,0,917.0,6.0,Enterprise,enterprise,active,99.0,monthly,19.0,18.0,39,1786.625,3,2025-08-23 09:54:24,2023-08-25 01:36:33,32,10.0,7.5,2.0
386,EchoCloud,Insurance,medium,GB,United Kingdom,Europe/London,matthew.baker@yahoo.com,Matthew Baker,2024-03-21,organic,False,2025-04-03 14:37:22,Budget cuts,,1,378.0,3.0,Starter Plus,starter,cancelled,19.0,monthly,5.0,4.0,38,2167.3225806451615,4,2025-07-03 23:59:28,2023-03-19 07:35:42,31,7.0,6.6,5.0
